Sample,Zone,Site,Type,Plankton_Category,Specimen_Type,Morphotype,Spec_Morph,Total_Count,SampleBase,BRUVString
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,564,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,115,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,4,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Copepod,3,Copepod_3,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Moonsnail/ Bubble Pteropod,Benthic_Snail_Moonsnail/ Bubble Pteropod,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Amphipod,Alien,Amphipod_Alien,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,5,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,3,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,201,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Copepod,7,Copepod_7,23,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Copepod,9,Copepod_9,8,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,7,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,93,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,10,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,5,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,3,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,4,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,6,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Jelly,2,Jelly_2,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Nemertean,5,Nemertean_5,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Ostracod,1,Ostracod_1,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Polychaete,13,Polychaete_13,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Polychaete,6,Polychaete_6,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Polychaete,Larva 18,Polychaete_Larva 18,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,2,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,4,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Pteropod,Unshelled 5,Pteropod_Unshelled 5,6,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Holoplankton,Salp,2,Salp_2,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,1,PAL22_S2_3_S,PAL22_18
PAL22_S2_3_S_3,South,S2,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 6,Sipunculan_Pelagosphera 6,2,PAL22_S2_3_S,PAL22_18
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,5,Copepod_5,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,8,Copepod_8,4,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,1,Copepod_1,88,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Isopod,3,Isopod_3,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,2,Copepod_2,2384,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,5,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),4,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,9,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,17,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,11,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,58,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,13,Copepod_13,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,7,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,3,Copepod_3,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,4,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Evening Gown,Benthic_Snail_Evening Gown,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,440,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Bivalve,2,Bivalve_2,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,25,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,7,Copepod_7,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,9,Copepod_9,18,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,55,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Deciduous_Larva,1,Deciduous_Larva_1,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Echinoderm,Brachiolaria 1,Echinoderm_Brachiolaria 1,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,105,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,5,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,25,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,6,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Polychaete,5,Polychaete_5,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Meroplankton,Polychaete,Larva 9,Polychaete_Larva 9,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,3,Pteropod_3,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,6,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,4,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,11,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Shrimp,1,Shrimp_1,3,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Shrimp,8,Shrimp_8,2,PAL22_S3_2_S,PAL22_20
PAL22_S3_2_S_2,South,S3,Zooplankton,Holoplankton,Tick,NA,Tick_NA,1,PAL22_S3_2_S,PAL22_20
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,7,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,5,Copepod_5,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,8,Copepod_8,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,1,Copepod_1,34,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,11,Copepod_11,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,2,Copepod_2,3504,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,3,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,4,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,40,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Larvaceans,NA,Larvaceans_NA,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,240,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,10,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,3,Copepod_3,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Barnacle,Nauplii,Barnacle_Nauplii,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,3,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,7,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,710,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,11,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Cnidaria,Cerinula Larva 1,Cnidaria_Cerinula Larva 1,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,6,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,7,Copepod_7,11,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,9,Copepod_9,9,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,4,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Crab,Brachyuran Megalops 1,Crab_Brachyuran Megalops 1,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Embryo,2,Embryo_2,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,34,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,5,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,20,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,3,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Isopod,Razorback,Isopod_Razorback,6,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Jelly,8,Jelly_8,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Limpet,1,Limpet_1,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Nudibranch,1,Nudibranch_1,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Platyhelminth,Flatworm 2,Platyhelminth_Flatworm 2,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Polychaete,Hemi,Polychaete_Hemi,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Polychaete,Hunchback Larva,Polychaete_Hunchback Larva,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Polychaete,Larva 1,Polychaete_Larva 1,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,3,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Polychaete,Wide Set Larva,Polychaete_Wide Set Larva,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Porifera,Parenchymella 2,Porifera_Parenchymella 2,2,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Porifera,Parenchymella 3,Porifera_Parenchymella 3,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Pteropod,3,Pteropod_3,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Shrimp,7,Shrimp_7,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Holoplankton,Shrimp,8,Shrimp_8,1,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Sipunculan,Translucent Pelagosphera,Sipunculan_Translucent Pelagosphera,4,PAL22_S3_3_S,PAL22_21
PAL22_S3_3_S_3,South,S3,Zooplankton,Meroplankton,Sipunculan,White,Sipunculan_White,1,PAL22_S3_3_S,PAL22_21
PAL22_S4_1_S_1,South,S4,Zooplankton,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,1,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,2,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,26,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Holoplankton,Copepod,5,Copepod_5,260,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Holoplankton,Copepod,8,Copepod_8,7,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Holoplankton,Copepod,1,Copepod_1,2624,PAL22_S4_1_S,PAL22_23
PAL22_S4_1_S_1,South,S4,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),31,PAL22_S4_1_S,PAL22_23
